Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
163,Jeremy Sochan,19,SAS,PF,56,53,26.0,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Reggie Jackson,32,2TM,PG,68,40,24.4,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,0.486,1.0,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,75.0,703,10,2021-22,16.8,3.6,4.8,0.7,0.2,31.2,75.0,16.3,6.4,2.3,2.2,6.8,4.2,0.326,9.5,0.439,0.847
164,Reggie Jackson,32,LAC,PG,52,38,25.7,4.1,9.8,0.418,1.5,4.2,0.35,2.6,5.6,0.469,0.493,1.2,1.3,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9,75.0,703,10,2021-22,16.8,3.6,4.8,0.7,0.2,31.2,75.0,16.3,6.4,2.3,2.2,6.8,4.2,0.326,9.5,0.439,0.847
164,Reggie Jackson,32,DEN,PG,16,2,19.9,3.1,8.0,0.383,1.2,4.3,0.279,1.9,3.8,0.5,0.457,0.6,0.8,0.833,0.2,1.6,1.8,3.1,0.6,0.1,1.2,1.4,7.9,75.0,703,10,2021-22,16.8,3.6,4.8,0.7,0.2,31.2,75.0,16.3,6.4,2.3,2.2,6.8,4.2,0.326,9.5,0.439,0.847
165,Kentavious Caldwell-Pope,29,DEN,SG,76,76,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,0.569,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,77.0,683,9,2021-22,13.2,3.4,1.9,1.1,0.3,30.2,77.0,10.8,4.7,1.3,2.1,5.3,2.6,0.39,5.5,0.48,0.89
166,Ivica Zubac,25,LAC,C,76,76,28.6,4.3,6.8,0.634,0.0,0.0,0.0,4.3,6.7,0.637,0.634,2.2,3.1,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8,76.0,360,6,2021-22,10.3,8.5,1.6,0.5,1.0,24.4,76.0,6.5,4.1,1.5,0.0,0.0,4.1,,6.5,0.626,0.727
167,Jaylen Nowell,23,MIN,SG,65,2,19.3,4.3,9.6,0.448,1.0,3.6,0.289,3.3,6.0,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8,62.0,119,2,2021-22,8.5,2.0,2.1,0.4,0.2,15.7,62.0,6.7,3.2,0.6,1.0,2.6,2.1,0.394,4.1,0.526,0.783
168,Sandro Mamukelashvili,23,2TM,C,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3.0,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,41.0,41,1,2021-22,3.8,2.0,0.5,0.2,0.2,9.9,41.0,2.8,1.4,0.4,0.5,1.3,0.9,0.423,1.5,0.556,0.818
168,Sandro Mamukelashvili,23,MIL,C,24,0,9.0,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,41.0,41,1,2021-22,3.8,2.0,0.5,0.2,0.2,9.9,41.0,2.8,1.4,0.4,0.5,1.3,0.9,0.423,1.5,0.556,0.818
168,Sandro Mamukelashvili,23,SAS,C,19,7,23.3,4.1,9.1,0.453,1.2,3.5,0.343,2.9,5.5,0.524,0.52,1.4,2.1,0.692,2.7,4.1,6.8,2.4,0.5,0.4,1.4,1.7,10.8,41.0,41,1,2021-22,3.8,2.0,0.5,0.2,0.2,9.9,41.0,2.8,1.4,0.4,0.5,1.3,0.9,0.423,1.5,0.556,0.818
169,Victor Oladipo,30,MIA,SG,42,2,26.3,3.8,9.6,0.397,1.7,5.0,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,2.4,10.7,8.0,462,6,2018-19,18.8,5.6,5.2,1.7,0.3,31.9,36.0,16.3,6.9,2.3,2.1,6.0,4.9,0.343,10.3,0.47,0.73
170,Talen Horton-Tucker,22,UTA,SG,65,20,20.2,4.0,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,0.467,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7,60.0,131,2,2021-22,10.0,3.2,2.7,1.0,0.5,25.2,60.0,9.0,3.7,1.4,0.8,3.0,2.9,0.269,5.9,0.492,0.8
171,Jalen McDaniels,25,2TM,SF,80,24,23.9,3.5,7.7,0.455,1.0,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,55.0,118,2,2021-22,6.2,3.1,1.1,0.5,0.4,16.3,55.0,4.6,2.2,0.7,0.7,2.0,1.5,0.38,2.7,0.562,0.736
171,Jalen McDaniels,25,CHO,SF,56,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,55.0,118,2,2021-22,6.2,3.1,1.1,0.5,0.4,16.3,55.0,4.6,2.2,0.7,0.7,2.0,1.5,0.38,2.7,0.562,0.736
171,Jalen McDaniels,25,PHI,SF,24,3,17.5,2.5,5.1,0.488,0.5,1.3,0.4,2.0,3.9,0.516,0.537,1.2,1.4,0.824,0.8,2.4,3.2,0.8,0.7,0.2,0.5,2.1,6.7,55.0,118,2,2021-22,6.2,3.1,1.1,0.5,0.4,16.3,55.0,4.6,2.2,0.7,0.7,2.0,1.5,0.38,2.7,0.562,0.736
172,Svi Mykhailiuk,25,2TM,SF,32,8,14.6,2.4,5.4,0.445,1.3,3.1,0.424,1.1,2.3,0.473,0.566,0.8,1.2,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9,56.0,220,4,2021-22,4.6,1.6,0.8,0.5,0.1,12.8,56.0,4.2,1.6,0.6,0.7,2.4,0.9,0.306,1.8,0.5,0.865
172,Svi Mykhailiuk,25,NYK,SF,13,0,3.1,0.5,0.9,0.5,0.5,0.8,0.6,0.0,0.2,0.0,0.75,0.2,0.4,0.6,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6,56.0,220,4,2021-22,4.6,1.6,0.8,0.5,0.1,12.8,56.0,4.2,1.6,0.6,0.7,2.4,0.9,0.306,1.8,0.5,0.865
172,Svi Mykhailiuk,25,CHO,SF,19,8,22.5,3.7,8.5,0.441,1.9,4.7,0.404,1.8,3.8,0.486,0.553,1.2,1.8,0.676,0.8,1.6,2.4,2.7,0.7,0.2,1.2,1.2,10.6,56.0,220,4,2021-22,4.6,1.6,0.8,0.5,0.1,12.8,56.0,4.2,1.6,0.6,0.7,2.4,0.9,0.306,1.8,0.5,0.865
173,Cam Thomas,21,BRK,SG,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,67.0,67,1,2021-22,8.5,2.4,1.2,0.5,0.1,17.6,67.0,7.5,3.3,0.8,0.7,2.6,2.6,0.27,4.9,0.52,0.829
174,Jeenathan Williams,23,POR,SG,5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Moritz Wagner,25,ORL,C,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,63.0,196,4,2021-22,9.0,3.7,1.4,0.3,0.2,15.2,63.0,6.3,3.1,0.9,1.0,3.2,2.1,0.328,3.1,0.672,0.806
176,Grayson Allen,27,MIL,SG,72,70,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.4,2.7,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,66.0,192,4,2021-22,11.1,3.4,1.5,0.7,0.3,27.3,66.0,8.6,3.9,0.7,2.4,5.9,1.5,0.409,2.7,0.533,0.865
177,Killian Hayes,21,DET,PG,76,56,28.3,4.0,10.7,0.377,1.1,3.8,0.28,3.0,7.0,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,66.0,92,1,2021-22,6.9,3.2,4.2,1.2,0.5,25.0,66.0,7.0,2.7,1.7,0.7,2.5,2.0,0.263,4.4,0.452,0.77
178,Tyus Jones,26,MEM,PG,80,22,24.3,3.9,8.9,0.438,1.5,4.1,0.371,2.4,4.8,0.495,0.523,1.0,1.3,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3,73.0,455,7,2021-22,8.7,2.4,4.4,0.9,0.0,21.2,73.0,7.6,3.4,0.6,1.1,2.8,2.3,0.39,4.8,0.487,0.818
179,Cameron Payne,28,PHO,PG,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1.0,1.3,0.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,58.0,279,4,2021-22,10.8,3.0,4.9,0.7,0.3,22.0,58.0,10.1,4.1,1.8,1.2,3.6,2.9,0.336,6.5,0.449,0.843
180,Monte Morris,27,WAS,PG,62,61,27.3,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.543,0.555,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,75.0,280,4,2021-22,12.6,3.0,4.4,0.7,0.2,29.9,75.0,10.3,5.0,1.0,1.7,4.2,3.3,0.395,6.1,0.545,0.869
181,Patrick Williams,21,CHI,PF,82,65,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,17.0,88,1,2020-21,9.2,4.6,1.4,0.9,0.6,27.9,71.0,7.4,3.6,1.4,0.8,1.9,2.8,0.391,5.5,0.515,0.728
182,Josh Hart,27,2TM,SF,76,52,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,0.588,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,54.0,296,5,2021-22,14.9,7.2,4.1,1.1,0.2,33.2,54.0,10.5,5.3,2.1,1.4,3.9,4.0,0.343,6.6,0.601,0.758
182,Josh Hart,27,POR,SF,51,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,54.0,296,5,2021-22,14.9,7.2,4.1,1.1,0.2,33.2,54.0,10.5,5.3,2.1,1.4,3.9,4.0,0.343,6.6,0.601,0.758
182,Josh Hart,27,NYK,SF,25,1,30.0,3.7,6.3,0.586,1.1,2.1,0.519,2.6,4.2,0.619,0.672,1.8,2.3,0.789,1.9,5.2,7.0,3.6,1.4,0.5,1.5,2.5,10.2,54.0,296,5,2021-22,14.9,7.2,4.1,1.1,0.2,33.2,54.0,10.5,5.3,2.1,1.4,3.9,4.0,0.343,6.6,0.601,0.758
183,Malaki Branham,19,SAS,SG,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Doug McDermott,31,SAS,SF,64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,51.0,527,8,2021-22,11.3,2.3,1.3,0.3,0.1,24.0,51.0,9.1,4.2,0.8,2.1,5.0,2.1,0.422,4.1,0.512,0.784
185,Aaron Nesmith,23,IND,SF,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,52.0,98,2,2021-22,3.8,1.7,0.4,0.4,0.1,11.0,52.0,3.5,1.4,0.6,0.6,2.2,0.8,0.27,1.3,0.612,0.808
186,De'Anthony Melton,24,PHI,SG,77,58,27.9,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,73.0,235,4,2021-22,10.8,4.5,2.7,1.4,0.5,22.7,73.0,9.5,3.8,1.5,1.9,5.1,1.9,0.374,4.4,0.44,0.75
187,Brandon Clarke,26,MEM,PF,56,8,19.5,4.1,6.2,0.656,0.0,0.1,0.167,4.1,6.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,64.0,181,3,2021-22,10.4,5.3,1.3,0.6,1.1,19.5,64.0,7.0,4.5,0.5,0.1,0.3,4.4,0.227,6.6,0.666,0.654
188,Onyeka Okongwu,22,ATL,C,80,18,23.1,4.0,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9,48.0,98,2,2021-22,8.2,5.9,1.1,0.6,1.3,20.7,48.0,4.7,3.3,0.9,0.0,0.0,3.3,,4.7,0.69,0.727
189,Jonathan Kuminga,20,GSW,PF,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,70.0,70,1,2021-22,9.3,3.3,0.9,0.4,0.3,16.9,70.0,6.6,3.4,1.1,0.7,2.1,2.7,0.336,4.4,0.598,0.684
190,Jalen Suggs,21,ORL,SG,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9,48.0,48,1,2021-22,11.8,3.6,4.4,1.2,0.4,27.2,48.0,11.4,4.1,3.0,0.9,4.1,3.3,0.214,7.3,0.443,0.773
191,Shaedon Sharpe,19,POR,SG,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Luka Šamanić,23,UTA,PF,7,4,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,0.0,36,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Al Horford,36,BOS,C,63,63,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.627,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,69.0,950,12,2021-22,10.2,7.7,3.4,0.7,1.3,29.1,69.0,8.2,3.9,0.9,1.3,3.8,2.6,0.336,4.4,0.582,0.842
194,Herbert Jones,24,NOP,PF,66,66,29.6,3.6,7.6,0.469,0.8,2.5,0.335,2.7,5.1,0.536,0.525,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,78.0,78,1,2021-22,9.5,3.8,2.1,1.7,0.8,29.9,78.0,7.4,3.5,1.3,0.7,2.2,2.8,0.337,5.2,0.533,0.84
195,Coby White,22,CHI,SG,74,2,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,61.0,195,3,2021-22,12.7,3.0,2.9,0.5,0.2,27.5,61.0,10.6,4.6,1.1,2.2,5.8,2.3,0.385,4.8,0.491,0.857
196,Eugene Omoruyi,25,2TM,SF,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7.0,4.0,4,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Eugene Omoruyi,25,OKC,SF,23,2,11.8,1.9,4.1,0.468,0.3,1.3,0.258,1.6,2.7,0.571,0.511,0.7,1.2,0.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9,4.0,4,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Eugene Omoruyi,25,DET,SF,17,4,21.9,3.4,7.9,0.425,1.0,3.4,0.293,2.4,4.5,0.526,0.489,2.0,2.8,0.723,1.2,2.2,3.5,1.0,0.8,0.2,1.1,2.6,9.7,4.0,4,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Keita Bates-Diop,27,SAS,PF,67,42,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,59.0,163,2,2021-22,5.7,3.9,0.7,0.5,0.2,16.2,59.0,4.5,2.3,0.8,0.3,0.9,2.0,0.309,3.5,0.572,0.754
198,Caleb Martin,27,MIA,SF,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,60.0,131,2,2021-22,9.2,3.8,1.1,1.0,0.5,22.9,60.0,6.8,3.5,0.9,1.1,2.6,2.4,0.413,4.3,0.565,0.763
199,Andrew Nembhard,23,IND,SG,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,T.J. Warren,29,2TM,PF,42,0,16.4,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,0.0,332,6,2019-20,19.8,4.2,1.5,1.2,0.5,32.9,67.0,14.9,8.0,1.3,1.4,3.4,6.6,0.403,11.5,0.575,0.819
200,T.J. Warren,29,BRK,PF,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1.0,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,0.0,332,6,2019-20,19.8,4.2,1.5,1.2,0.5,32.9,67.0,14.9,8.0,1.3,1.4,3.4,6.6,0.403,11.5,0.575,0.819
200,T.J. Warren,29,PHO,SF,16,0,12.3,1.9,4.4,0.429,0.4,1.2,0.316,1.5,3.2,0.471,0.471,0.1,0.1,0.5,0.8,2.3,3.1,0.7,0.4,0.3,0.2,1.3,4.2,0.0,332,6,2019-20,19.8,4.2,1.5,1.2,0.5,32.9,67.0,14.9,8.0,1.3,1.4,3.4,6.6,0.403,11.5,0.575,0.819
201,Isaiah Joe,23,OKC,SG,73,10,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,55.0,96,2,2021-22,3.6,1.0,0.6,0.3,0.1,11.1,55.0,3.2,1.1,0.3,0.8,2.5,0.3,0.333,0.8,0.405,0.935
202,Donte DiVincenzo,26,GSW,SG,72,36,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,42.0,201,3,2021-22,9.0,4.0,2.8,1.1,0.2,24.0,42.0,8.0,2.8,1.7,1.8,5.2,1.0,0.339,2.8,0.373,0.843
203,Jalen Smith,22,IND,C,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,51.0,78,1,2021-22,9.2,6.0,0.5,0.3,0.8,18.1,51.0,6.9,3.5,0.8,0.8,2.4,2.7,0.328,4.5,0.596,0.765
204,Gabe Vincent,26,MIA,PG,68,34,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,68.0,127,2,2021-22,8.7,1.9,3.1,0.9,0.2,23.4,68.0,7.5,3.1,1.4,1.8,4.8,1.4,0.368,2.8,0.5,0.815
205,Kyle Anderson,29,MIN,PF,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,69.0,505,7,2021-22,7.6,5.3,2.7,1.1,0.7,21.5,69.0,6.8,3.0,1.0,0.5,1.6,2.5,0.33,5.2,0.481,0.638
206,Chris Boucher,30,TOR,PF,76,0,20.0,3.4,7.0,0.493,0.8,2.5,0.328,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,80.0,231,3,2021-22,9.4,6.2,0.3,0.6,0.9,21.1,80.0,7.2,3.4,0.5,0.9,2.9,2.5,0.297,4.4,0.575,0.777
207,Hamidou Diallo,24,DET,SF,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,58.0,207,4,2021-22,11.0,4.8,1.3,1.2,0.3,21.9,58.0,9.1,4.5,1.0,0.4,1.6,4.1,0.247,7.5,0.55,0.65
208,Tari Eason,21,HOU,PF,82,5,21.5,3.6,8.0,0.448,0.7,2.1,0.343,2.9,6.0,0.486,0.493,1.3,1.8,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,2.3,9.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Seth Curry,32,BRK,SG,61,7,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,64.0,377,6,2021-22,15.0,3.1,3.6,0.8,0.2,33.4,64.0,11.5,5.6,1.7,2.5,5.8,3.2,0.422,5.7,0.553,0.872
210,Precious Achiuwa,23,TOR,C,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,73.0,134,2,2021-22,9.1,6.5,1.1,0.5,0.6,23.6,73.0,8.3,3.6,1.2,0.8,2.1,2.9,0.359,6.1,0.468,0.595
211,Walker Kessler,21,UTA,C,74,40,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Deni Avdija,22,WAS,SF,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,82.0,136,2,2021-22,8.4,5.2,2.0,0.7,0.5,24.2,82.0,7.1,3.0,1.1,1.0,3.2,2.0,0.317,3.9,0.525,0.757
213,Dorian Finney-Smith,29,2TM,PF,66,66,30.4,3.0,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.3,80.0,394,5,2021-22,11.0,4.7,1.9,1.1,0.5,33.1,80.0,8.7,4.1,1.0,2.2,5.4,1.9,0.395,3.2,0.599,0.675
213,Dorian Finney-Smith,29,DAL,PF,40,40,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1.0,0.75,1.7,3.0,4.7,1.5,1.0,0.5,0.9,2.0,9.1,80.0,394,5,2021-22,11.0,4.7,1.9,1.1,0.5,33.1,80.0,8.7,4.1,1.0,2.2,5.4,1.9,0.395,3.2,0.599,0.675
213,Dorian Finney-Smith,29,BRK,PF,26,26,27.7,2.6,7.3,0.351,1.4,4.7,0.306,1.2,2.7,0.429,0.448,0.6,0.7,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1.0,2.5,7.2,80.0,394,5,2021-22,11.0,4.7,1.9,1.1,0.5,33.1,80.0,8.7,4.1,1.0,2.2,5.4,1.9,0.395,3.2,0.599,0.675
214,Josh Green,22,DAL,SG,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,67.0,106,2,2021-22,4.8,2.4,1.2,0.7,0.2,15.5,67.0,3.8,1.9,0.7,0.4,1.2,1.5,0.359,2.7,0.573,0.689
215,Jalen Duren,19,DET,C,67,31,24.9,3.9,5.9,0.648,0.0,0.0,0.0,3.9,5.9,0.652,0.648,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Jae'Sean Tate,27,HOU,SF,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,78.0,148,2,2021-22,11.8,5.4,2.8,0.9,0.5,26.4,78.0,9.3,4.7,1.8,0.8,2.6,3.8,0.312,6.8,0.569,0.707
