Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
1,Joel Embiid,29,PHI,C,39,39,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,66.0,394,6,2022-23,33.1,10.2,4.2,1.0,1.7,34.6,66.0,20.1,11.0,3.4,1.0,3.0,10.0,0.33,17.1,0.587,0.857,2022-23
2,Luka Dončić,24,DAL,PG,70,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13.0,0.573,0.573,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4.0,2.1,33.9,66.0,330,5,2022-23,32.4,8.6,8.0,1.4,0.5,36.2,66.0,22.0,10.9,3.6,2.8,8.2,8.1,0.342,13.8,0.588,0.742,2022-23
3,Giannis Antetokounmpo,29,MIL,PF,73,73,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11.0,17.1,0.645,0.624,7.0,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4,63.0,719,10,2022-23,31.1,11.8,5.7,0.8,0.8,32.1,63.0,20.3,11.2,3.9,0.7,2.7,10.5,0.275,17.6,0.596,0.645,2022-23
4,Shai Gilgeous-Alexander,25,OKC,PG,75,75,34.0,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2.0,0.9,2.2,2.5,30.1,68.0,311,4,2022-23,31.4,4.8,5.5,1.6,1.0,35.5,68.0,20.3,10.4,2.8,0.9,2.5,9.5,0.345,17.8,0.533,0.905,2022-23
5,Jalen Brunson,27,NYK,PG,77,77,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7,68.0,345,5,2022-23,24.0,3.5,6.2,0.9,0.2,35.0,68.0,17.6,8.6,2.1,2.0,4.7,6.7,0.416,12.8,0.519,0.829,2022-23
6,Devin Booker,27,PHO,PG,68,68,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,53.0,530,8,2022-23,27.8,4.5,5.5,1.0,0.3,34.6,53.0,20.1,9.9,2.7,2.1,6.0,7.8,0.351,14.2,0.554,0.855,2022-23
7,Kevin Durant,35,PHO,PF,75,75,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,47.0,986,13,2022-23,29.1,6.7,5.0,0.7,1.4,35.6,47.0,18.3,10.3,3.3,2.0,4.9,8.3,0.404,13.4,0.617,0.919,2013-14
8,Jayson Tatum,25,BOS,PF,74,74,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6.0,11.0,0.542,0.552,5.6,6.7,0.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,2.0,26.9,74.0,439,6,2022-23,30.1,8.8,4.6,1.1,0.7,36.9,74.0,21.1,9.8,2.9,3.2,9.3,6.6,0.35,11.8,0.558,0.854,2022-23
9,Donovan Mitchell,27,CLE,SG,55,55,35.3,9.1,19.8,0.462,3.3,9.0,0.368,5.8,10.8,0.539,0.545,5.0,5.8,0.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,68.0,413,6,2022-23,28.3,4.3,4.4,1.5,0.4,35.8,68.0,20.6,10.0,2.6,3.6,9.3,6.4,0.386,11.3,0.566,0.867,2022-23
10,De'Aaron Fox,26,SAC,PG,74,74,35.9,9.7,20.9,0.465,2.9,7.8,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,4.6,5.6,2.0,0.4,2.6,2.6,26.6,73.0,395,6,2022-23,25.0,4.2,6.1,1.1,0.3,33.4,73.0,18.2,9.3,2.5,1.6,5.0,7.7,0.324,13.2,0.584,0.78,2020-21
11,Nikola Jokić,28,DEN,C,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,2.5,26.4,69.0,596,8,2022-23,24.5,11.8,9.8,1.3,0.7,33.7,69.0,14.8,9.4,3.6,0.8,2.2,8.5,0.383,12.7,0.675,0.822,2021-22
12,Stephen Curry,35,GSW,PG,74,74,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4.0,7.7,0.515,0.573,4.0,4.4,0.923,0.5,4.0,4.5,5.1,0.7,0.4,2.8,1.6,26.4,56.0,882,12,2022-23,29.4,6.1,6.3,0.9,0.4,34.7,56.0,20.2,10.0,3.2,4.9,11.4,5.1,0.427,8.8,0.579,0.915,2020-21
13,Anthony Edwards,22,MIN,SG,79,78,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,79.0,223,3,2022-23,24.6,5.8,4.4,1.6,0.7,36.0,79.0,19.5,8.9,3.3,2.7,7.3,6.3,0.369,12.2,0.513,0.756,2022-23
14,Tyrese Maxey,23,PHI,PG,70,70,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,60.0,196,3,2022-23,20.3,2.9,3.5,0.8,0.1,33.6,60.0,15.2,7.3,1.3,2.7,6.2,4.7,0.434,9.1,0.513,0.845,2022-23
15,Trae Young,25,ATL,PG,54,54,36.0,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,73.0,353,5,2022-23,26.2,3.0,10.2,1.1,0.1,34.8,73.0,19.0,8.2,4.1,2.1,6.3,6.1,0.335,12.7,0.476,0.886,2019-20
16,LeBron James,39,LAL,PF,71,71,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,55.0,1421,20,2022-23,28.9,8.3,6.8,0.9,0.6,35.5,55.0,22.2,11.1,3.2,2.2,6.9,8.9,0.321,15.3,0.58,0.768,2005-06
17,Kyrie Irving,31,DAL,SG,58,58,35.0,9.7,19.5,0.497,3.0,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,1.9,25.6,60.0,671,10,2022-23,27.1,5.1,5.5,1.1,0.8,37.4,60.0,20.1,9.9,2.1,3.1,8.3,6.8,0.379,11.8,0.574,0.905,2022-23
18,Ja Morant,24,MEM,PG,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,61.0,248,4,2022-23,26.2,5.9,8.1,1.1,0.3,31.9,61.0,19.9,9.3,3.4,1.5,4.9,7.8,0.307,15.0,0.519,0.748,2021-22
19,Anthony Davis,30,LAL,C,76,76,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9.0,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,56.0,660,11,2022-23,25.9,12.5,2.6,1.1,2.0,34.0,56.0,17.2,9.7,2.2,0.3,1.3,9.3,0.257,15.9,0.589,0.784,2017-18
20,Damian Lillard,33,MIL,PG,73,73,35.3,7.4,17.5,0.424,3.0,8.5,0.354,4.4,9.0,0.49,0.51,6.5,7.0,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,58.0,769,10,2022-23,32.2,4.8,7.3,0.9,0.3,36.3,58.0,20.7,9.6,3.3,4.2,11.3,5.4,0.371,9.4,0.574,0.914,2022-23
21,DeMar DeRozan,34,CHI,SF,79,79,37.8,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2.0,24.0,74.0,1031,14,2022-23,24.5,4.6,5.1,1.1,0.5,36.2,74.0,17.6,8.9,2.1,0.6,1.9,8.3,0.324,15.7,0.526,0.872,2021-22
22,Julius Randle,29,NYK,PF,46,46,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,77.0,595,8,2022-23,25.1,10.0,4.1,0.6,0.3,35.5,77.0,18.6,8.5,2.8,2.8,8.3,5.7,0.343,10.3,0.553,0.757,2022-23
23,LaMelo Ball,22,CHO,PG,22,22,32.3,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,36.0,162,3,2022-23,23.3,6.4,8.4,1.3,0.3,35.2,36.0,20.0,8.2,3.6,4.0,10.6,4.2,0.376,9.4,0.45,0.836,2022-23
24,Kawhi Leonard,32,LAC,SF,68,68,34.3,9.0,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,52.0,628,10,2022-23,23.8,6.5,3.9,1.4,0.5,33.6,52.0,16.8,8.6,1.7,2.0,4.8,6.6,0.416,11.9,0.551,0.871,2019-20
25,Desmond Bane,25,MEM,SG,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1.0,0.5,2.7,2.9,23.7,58.0,202,3,2022-23,21.5,5.0,4.4,1.0,0.4,31.7,58.0,16.2,7.8,2.2,2.9,7.0,4.9,0.408,9.2,0.534,0.883,2022-23
26,Terry Rozier,29,2TM,SG,61,60,33.4,7.2,16.4,0.443,2.4,6.7,0.363,4.8,9.6,0.498,0.518,2.8,3.2,0.869,0.6,3.5,4.0,5.6,1.0,0.3,1.7,1.7,19.8,63.0,540,8,2022-23,21.1,4.1,5.1,1.2,0.3,35.3,63.0,18.9,7.8,2.1,2.6,8.0,5.2,0.327,10.8,0.48,0.809,2022-23
26,Terry Rozier,29,CHO,SG,30,30,35.5,8.4,18.3,0.459,2.8,7.7,0.358,5.6,10.6,0.533,0.535,3.6,4.3,0.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2,63.0,540,8,2022-23,21.1,4.1,5.1,1.2,0.3,35.3,63.0,18.9,7.8,2.1,2.6,8.0,5.2,0.327,10.8,0.48,0.809,2022-23
26,Terry Rozier,29,MIA,PG,31,30,31.5,6.1,14.5,0.423,2.1,5.7,0.371,4.0,8.7,0.458,0.497,2.0,2.2,0.913,0.6,3.6,4.2,4.6,1.0,0.3,1.3,1.6,16.4,63.0,540,8,2022-23,21.1,4.1,5.1,1.2,0.3,35.3,63.0,18.9,7.8,2.1,2.6,8.0,5.2,0.327,10.8,0.48,0.809,2022-23
27,Lauri Markkanen,26,UTA,PF,55,55,33.1,7.8,16.2,0.48,3.2,8.0,0.399,4.6,8.2,0.559,0.578,4.5,5.0,0.899,2.2,5.9,8.2,2.0,0.9,0.5,1.4,1.8,23.2,66.0,348,6,2022-23,25.6,8.6,1.9,0.6,0.6,34.4,66.0,17.3,8.7,1.9,3.0,7.7,5.6,0.391,9.6,0.585,0.875,2022-23
28,Jaylen Brown,27,BOS,SF,70,70,33.5,9.0,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,67.0,470,7,2022-23,26.6,6.9,3.5,1.1,0.4,35.9,67.0,20.6,10.1,2.9,2.4,7.3,7.7,0.335,13.4,0.576,0.765,2022-23
29,Zion Williamson,23,NOP,PF,70,70,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5.0,7.1,0.702,1.7,4.1,5.8,5.0,1.1,0.7,2.8,2.3,22.9,29.0,114,1,2020-21,27.0,7.2,3.7,0.9,0.6,33.2,61.0,17.0,10.4,2.7,0.2,0.6,10.2,0.294,16.4,0.622,0.698,2020-21
30,Cade Cunningham,22,DET,PG,62,62,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,12.0,76,1,2021-22,17.4,5.5,5.6,1.2,0.7,32.6,64.0,16.1,6.7,3.7,1.8,5.7,4.9,0.314,10.4,0.472,0.845,2021-22
31,Paul George,33,LAC,PF,74,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,56.0,793,11,2022-23,23.8,6.1,5.1,1.5,0.4,34.6,56.0,17.9,8.2,3.1,2.8,7.6,5.4,0.371,10.3,0.521,0.871,2018-19
32,Paolo Banchero,21,ORL,PF,80,80,35.0,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,72.0,72,1,2022-23,20.0,6.9,3.7,0.8,0.5,33.8,72.0,15.6,6.7,2.8,1.2,4.0,5.5,0.298,11.6,0.471,0.738,2022-23
33,Anfernee Simons,24,POR,SG,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,62.0,273,4,2022-23,21.1,2.6,4.1,0.7,0.2,35.0,62.0,16.9,7.5,2.1,3.4,9.1,4.1,0.377,7.8,0.528,0.894,2022-23
34,Dejounte Murray,27,ATL,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6.0,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,74.0,394,6,2022-23,20.5,5.3,6.1,1.5,0.3,36.4,74.0,17.8,8.3,2.2,1.8,5.2,6.5,0.344,12.6,0.514,0.832,2021-22
35,Jaren Jackson Jr.,24,MEM,C,66,66,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6.0,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,63.0,267,4,2022-23,18.6,6.8,1.0,1.0,3.0,28.4,63.0,13.0,6.6,1.7,1.6,4.5,5.0,0.355,8.6,0.585,0.788,2022-23
36,Cam Thomas,22,BRK,SG,66,51,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,57.0,124,2,2022-23,10.6,1.7,1.4,0.4,0.1,16.6,57.0,8.0,3.5,1.1,0.9,2.3,2.6,0.383,5.7,0.464,0.868,2022-23
37,Pascal Siakam,29,2TM,PF,80,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,7.5,12.8,0.581,0.569,3.6,5.0,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4,21.7,71.0,471,7,2022-23,24.2,7.8,5.8,0.9,0.5,37.4,71.0,18.5,8.9,2.4,1.3,4.0,7.6,0.324,14.5,0.523,0.774,2022-23
37,Pascal Siakam,29,TOR,PF,39,39,34.7,8.3,16.0,0.522,1.2,3.7,0.317,7.2,12.3,0.584,0.559,4.3,5.7,0.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2,71.0,471,7,2022-23,24.2,7.8,5.8,0.9,0.5,37.4,71.0,18.5,8.9,2.4,1.3,4.0,7.6,0.324,14.5,0.523,0.774,2022-23
37,Pascal Siakam,29,IND,PF,41,41,31.8,8.7,15.8,0.549,1.0,2.5,0.386,7.7,13.3,0.58,0.579,3.0,4.2,0.699,2.1,5.7,7.8,3.7,0.8,0.4,1.4,2.6,21.3,71.0,471,7,2022-23,24.2,7.8,5.8,0.9,0.5,37.4,71.0,18.5,8.9,2.4,1.3,4.0,7.6,0.324,14.5,0.523,0.774,2022-23
38,Kyle Kuzma,28,WAS,PF,70,70,32.6,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,64.0,406,6,2022-23,21.2,7.2,3.7,0.6,0.5,35.0,64.0,17.8,8.0,3.0,2.5,7.5,5.5,0.333,10.3,0.533,0.73,2022-23
39,Karl-Anthony Towns,28,MIN,PF,62,62,32.7,7.7,15.3,0.504,2.2,5.3,0.416,5.5,10.1,0.55,0.575,4.1,4.7,0.873,1.5,6.8,8.3,3.0,0.7,0.7,2.9,3.3,21.8,29.0,511,6,2021-22,24.6,9.8,3.6,1.0,1.1,33.5,74.0,16.4,8.7,3.1,2.0,4.9,6.6,0.41,11.5,0.58,0.822,2019-20
40,RJ Barrett,23,2TM,SG,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6.0,10.9,0.549,0.547,3.6,5.0,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2,73.0,271,4,2022-23,19.6,5.0,2.8,0.4,0.2,33.9,73.0,16.1,7.0,2.2,1.7,5.3,5.3,0.31,10.8,0.495,0.74,2021-22
40,RJ Barrett,23,NYK,SG,26,26,29.5,6.3,14.9,0.423,1.7,5.0,0.331,4.7,9.9,0.469,0.478,4.0,4.8,0.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,73.0,271,4,2022-23,19.6,5.0,2.8,0.4,0.2,33.9,73.0,16.1,7.0,2.2,1.7,5.3,5.3,0.31,10.8,0.495,0.74,2021-22
40,RJ Barrett,23,TOR,SG,32,32,33.5,8.5,15.4,0.553,1.5,3.8,0.392,7.0,11.6,0.605,0.601,3.3,5.2,0.629,1.1,5.3,6.4,4.1,0.6,0.4,2.5,2.6,21.8,73.0,271,4,2022-23,19.6,5.0,2.8,0.4,0.2,33.9,73.0,16.1,7.0,2.2,1.7,5.3,5.3,0.31,10.8,0.495,0.74,2021-22
41,Victor Wembanyama,20,SAS,C,71,71,29.7,7.8,16.7,0.465,1.8,5.5,0.325,6.0,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
42,Jamal Murray,26,DEN,PG,59,59,31.5,8.0,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1.0,0.7,2.1,1.8,21.2,65.0,410,6,2022-23,20.0,4.0,6.2,1.0,0.2,32.8,65.0,16.0,7.3,2.2,2.6,6.6,4.6,0.398,9.4,0.494,0.833,2020-21
43,Alperen Sengun,21,HOU,C,63,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,21.1,75.0,75,1,2022-23,14.8,9.0,3.9,0.9,0.9,28.9,75.0,10.7,5.9,2.6,0.3,0.8,5.6,0.333,9.9,0.57,0.715,2022-23
44,Miles Bridges,25,CHO,SF,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11.0,0.529,0.527,2.5,3.1,0.825,1.0,6.3,7.3,3.3,0.9,0.5,2.0,1.7,21.0,0.0,291,4,2021-22,20.2,7.0,3.8,0.9,0.8,35.5,80.0,15.2,7.5,1.9,1.9,5.8,5.5,0.331,9.4,0.59,0.802,2021-22
45,Jerami Grant,29,POR,PF,54,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5.0,10.6,0.474,0.516,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,63.0,618,9,2022-23,20.5,4.5,2.4,0.8,0.8,35.7,63.0,14.5,6.9,1.8,2.3,5.7,4.6,0.401,8.8,0.523,0.813,2020-21
46,Jimmy Butler,34,MIA,PF,60,60,34.0,6.6,13.2,0.499,1.0,2.4,0.414,5.6,10.8,0.519,0.537,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.3,0.3,1.7,1.1,20.8,64.0,754,12,2022-23,22.9,5.9,5.3,1.8,0.3,33.4,64.0,13.9,7.5,1.6,0.6,1.6,6.9,0.35,12.3,0.564,0.85,2016-17
47,Tyler Herro,24,MIA,SG,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,67.0,242,4,2022-23,20.1,5.4,4.2,0.8,0.2,34.9,67.0,16.6,7.3,2.4,3.0,8.0,4.2,0.378,8.5,0.497,0.934,2021-22
48,Brandon Ingram,26,NOP,SF,64,64,32.9,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,0.534,3.8,4.8,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8,45.0,413,7,2022-23,24.7,5.5,5.8,0.7,0.4,34.2,45.0,18.6,9.0,3.3,1.4,3.6,7.6,0.39,14.9,0.507,0.882,2022-23
49,Bojan Bogdanović,34,2TM,PF,57,27,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,59.0,662,9,2022-23,21.6,3.8,2.6,0.6,0.1,32.1,59.0,14.9,7.3,2.3,2.5,6.0,4.8,0.411,9.0,0.539,0.884,2022-23
49,Bojan Bogdanović,34,DET,PF,28,27,32.9,7.1,15.2,0.468,3.1,7.4,0.415,4.0,7.8,0.518,0.569,2.9,3.7,0.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,20.2,59.0,662,9,2022-23,21.6,3.8,2.6,0.6,0.1,32.1,59.0,14.9,7.3,2.3,2.5,6.0,4.8,0.411,9.0,0.539,0.884,2022-23
49,Bojan Bogdanović,34,NYK,SF,29,0,19.2,3.8,8.8,0.43,1.6,4.4,0.37,2.2,4.4,0.488,0.521,1.2,1.6,0.8,0.3,1.7,2.0,0.9,0.2,0.0,1.3,1.3,10.4,59.0,662,9,2022-23,21.6,3.8,2.6,0.6,0.1,32.1,59.0,14.9,7.3,2.3,2.5,6.0,4.8,0.411,9.0,0.539,0.884,2022-23
50,Kristaps Porziņģis,28,BOS,C,57,57,29.6,6.8,13.2,0.516,1.9,5.1,0.375,4.9,8.1,0.606,0.589,4.5,5.3,0.858,1.7,5.5,7.2,2.0,0.7,1.9,1.6,2.7,20.1,65.0,402,7,2022-23,23.2,8.4,2.7,0.9,1.5,32.6,65.0,15.7,7.8,2.1,2.1,5.5,5.7,0.385,10.2,0.559,0.851,2022-23
51,Tyrese Haliburton,23,IND,PG,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,56.0,191,3,2022-23,20.7,3.7,10.4,1.6,0.4,33.6,56.0,15.0,7.4,2.5,2.9,7.2,4.5,0.4,7.8,0.572,0.871,2022-23
52,CJ McCollum,32,NOP,PG,66,66,32.7,7.3,16.0,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20.0,75.0,665,10,2022-23,20.9,4.4,5.7,0.9,0.5,35.3,75.0,17.9,7.8,2.4,2.8,7.2,5.0,0.389,10.7,0.469,0.769,2020-21
53,Scottie Barnes,22,TOR,SG,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,77.0,151,2,2022-23,15.3,6.6,4.8,1.1,0.8,34.8,77.0,13.2,6.0,2.0,0.8,2.9,5.2,0.281,10.3,0.505,0.772,2022-23
54,Franz Wagner,22,ORL,SF,72,72,32.5,7.3,15.2,0.482,1.3,4.6,0.281,6.0,10.6,0.57,0.525,3.8,4.4,0.85,1.0,4.3,5.3,3.7,1.1,0.4,1.9,2.3,19.7,80.0,159,2,2022-23,18.6,4.1,3.5,1.0,0.2,32.6,80.0,14.0,6.8,2.1,1.6,4.5,5.2,0.361,9.5,0.544,0.842,2022-23
55,Jalen Green,21,HOU,SG,82,82,31.7,6.9,16.2,0.423,2.5,7.4,0.332,4.4,8.9,0.498,0.498,3.5,4.3,0.804,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,19.6,76.0,143,2,2022-23,22.1,3.7,3.7,0.8,0.2,34.2,76.0,17.9,7.4,2.6,2.5,7.3,5.0,0.338,10.6,0.471,0.786,2022-23
56,Mikal Bridges,27,BRK,SF,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,83.0,392,5,2022-23,20.1,4.4,3.3,1.1,0.7,35.7,83.0,15.3,7.1,1.5,2.0,5.3,5.1,0.382,9.9,0.514,0.895,2022-23
57,Zach LaVine,28,CHI,SG,25,23,34.9,6.8,15.0,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,77.0,555,8,2022-23,24.8,4.5,4.2,0.9,0.2,35.9,77.0,18.0,8.7,2.5,2.6,7.1,6.1,0.375,11.0,0.556,0.848,2020-21
58,Devin Vassell,23,SAS,SG,68,62,33.1,7.3,15.5,0.472,2.4,6.6,0.372,4.9,9.0,0.544,0.55,2.4,3.0,0.801,0.4,3.4,3.8,4.1,1.1,0.3,1.6,1.1,19.5,38.0,171,3,2022-23,18.5,3.9,3.6,1.1,0.4,31.0,38.0,15.7,6.9,1.5,2.7,7.0,4.2,0.387,8.7,0.48,0.78,2022-23
59,Domantas Sabonis,27,SAC,C,82,82,35.7,7.7,13.0,0.594,0.4,1.1,0.379,7.3,12.0,0.613,0.609,3.6,5.1,0.704,3.6,10.1,13.7,8.2,0.9,0.6,3.3,3.0,19.4,79.0,494,7,2022-23,19.1,12.3,7.3,0.8,0.5,34.6,79.0,11.9,7.3,2.9,0.4,1.1,6.9,0.373,10.8,0.639,0.742,2020-21
60,Bam Adebayo,26,MIA,C,71,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,75.0,418,6,2022-23,20.4,9.2,3.2,1.2,0.8,34.6,75.0,14.9,8.0,2.5,0.0,0.2,8.0,0.083,14.7,0.545,0.806,2022-23
