Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Previous Season,PS_PER,PS_TRB%,PS_AST%,PS_BPM,PS_VORP,PS_USG%,PS_WS,PS_WS/48,Best Season,BS_PER,BS_TRB%,BS_AST%,BS_BPM,BS_VORP,BS_USG%,BS_WS,BS_WS/48
340,Ronnie Price,SG,27,UTA,59,717,5.5,0.434,0.329,0.186,3.7,6.6,5.1,11.7,3.1,0.6,19.5,18.0,,-1.2,0.5,-0.7,-0.048,,-6.2,-0.1,-6.3,-0.8,2009-10,10.3,5.4,22.0,-1.3,0.1,18.0,0.9,0.056,2009-10,10.3,5.4,22.0,-1.3,0.1,18.0,0.9,0.056
341,Tayshaun Prince,SF,30,DET,78,2562,15.1,0.511,0.098,0.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21.0,,2.9,0.4,3.3,0.062,,1.0,-1.8,-0.8,0.7,2009-10,16.0,9.0,16.9,0.8,1.2,18.9,3.2,0.091,2004-05,16.2,8.4,14.5,2.1,3.1,18.8,9.4,0.149
342,Joel Przybilla,C,31,TOT,36,519,6.2,0.573,0.0,0.614,8.4,26.4,17.1,3.6,0.5,2.4,34.2,7.7,,-0.1,0.6,0.5,0.046,,-5.4,0.6,-4.8,-0.4,2008-09,15.4,22.8,2.0,0.9,1.4,10.2,6.6,0.163,2004-05,15.5,18.3,6.4,-0.2,0.8,12.6,4.7,0.121
342,Joel Przybilla,C,31,POR,31,445,7.2,0.623,0.0,0.676,7.4,26.7,16.6,4.2,0.6,2.6,33.3,6.9,,0.1,0.6,0.6,0.066,,-4.6,1.0,-3.7,-0.2,2008-09,15.4,22.8,2.0,0.9,1.4,10.2,6.6,0.163,2004-05,15.5,18.3,6.4,-0.2,0.8,12.6,4.7,0.121
342,Joel Przybilla,C,31,CHA,5,74,0.3,0.383,0.0,0.4,14.6,24.7,19.6,0.0,0.0,1.1,37.3,11.9,,-0.2,0.1,-0.1,-0.074,,-9.9,-1.9,-11.8,-0.2,2008-09,15.4,22.8,2.0,0.9,1.4,10.2,6.6,0.163,2004-05,15.5,18.3,6.4,-0.2,0.8,12.6,4.7,0.121
343,Chris Quinn,PG,27,SAS,41,292,7.5,0.428,0.407,0.088,1.2,8.5,5.0,21.1,0.9,0.2,11.3,16.8,,-0.1,0.2,0.1,0.024,,-3.4,-0.9,-4.3,-0.2,2008-09,12.9,4.7,21.5,-1.0,0.2,17.0,2.1,0.104,2007-08,13.8,5.3,22.5,-0.5,0.5,16.6,2.6,0.092
344,Vladimir Radmanović,PF,30,GSW,74,1169,12.6,0.562,0.544,0.107,6.1,14.7,10.3,9.6,1.9,2.9,14.6,14.7,,1.2,0.9,2.1,0.086,,-0.5,0.4,-0.1,0.6,2009-10,7.9,11.3,7.2,-3.8,-0.4,16.0,0.0,-0.002,2003-04,15.1,10.3,10.3,0.8,1.6,19.5,4.2,0.088
345,Anthony Randolph,C-PF,21,TOT,40,590,16.2,0.505,0.015,0.326,8.0,22.7,15.2,9.8,1.9,3.1,14.9,25.8,,-0.2,0.6,0.5,0.038,,-1.8,-0.4,-2.2,0.0,2008-09,16.9,17.5,6.8,-2.3,-0.1,21.7,1.6,0.069,2008-09,16.9,17.5,6.8,-2.3,-0.1,21.7,1.6,0.069
345,Anthony Randolph,PF,21,NYK,17,127,7.6,0.348,0.089,0.267,9.8,26.3,18.0,8.1,1.6,4.6,16.6,21.1,,-0.4,0.2,-0.2,-0.074,,-5.9,-0.7,-6.5,-0.1,2008-09,16.9,17.5,6.8,-2.3,-0.1,21.7,1.6,0.069,2008-09,16.9,17.5,6.8,-2.3,-0.1,21.7,1.6,0.069
345,Anthony Randolph,C,21,MIN,23,463,18.5,0.537,0.0,0.338,7.5,21.7,14.4,10.3,1.9,2.6,14.6,27.1,,0.2,0.5,0.7,0.069,,-0.7,-0.3,-1.0,0.1,2008-09,16.9,17.5,6.8,-2.3,-0.1,21.7,1.6,0.069,2008-09,16.9,17.5,6.8,-2.3,-0.1,21.7,1.6,0.069
346,Zach Randolph,PF,29,MEM,75,2724,22.6,0.552,0.036,0.333,14.2,26.0,20.1,10.2,1.2,0.7,10.0,25.0,,6.8,3.7,10.5,0.185,,3.8,-1.2,2.6,3.2,2009-10,21.2,18.2,8.2,1.3,2.5,24.6,9.7,0.153,2006-07,22.8,17.6,12.8,1.6,2.2,33.1,5.7,0.112
347,Theo Ratliff,C,37,LAL,10,71,4.4,0.145,0.0,0.333,9.9,10.8,10.4,5.5,1.5,5.4,30.4,6.3,,-0.1,0.1,0.0,0.0,,-4.9,1.4,-3.5,0.0,2009-10,10.3,11.6,4.7,-2.1,0.0,12.3,1.4,0.084,2002-03,13.8,13.7,4.8,-0.7,0.8,15.0,4.0,0.077
348,Andy Rautins,SG,24,NYK,5,24,-1.2,0.508,0.571,0.286,0.0,4.8,2.4,18.7,2.1,0.0,47.0,27.5,,-0.2,0.0,-0.2,-0.314,,-8.0,-5.2,-13.2,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Michael Redd,SG,31,MIL,10,134,9.7,0.47,0.378,0.089,0.0,7.1,3.5,15.6,0.8,0.6,7.9,17.7,,0.0,0.1,0.1,0.048,,-2.6,-1.4,-4.0,-0.1,2007-08,18.8,6.7,16.4,1.5,2.4,27.3,5.8,0.104,2006-07,22.3,5.7,11.0,3.0,2.5,29.5,6.1,0.145
350,J.J. Redick,SG,26,ORL,59,1513,12.8,0.589,0.49,0.286,0.5,8.1,4.4,11.0,1.0,0.2,9.5,17.0,,2.7,1.8,4.5,0.142,,0.4,0.7,1.1,1.2,2009-10,15.0,5.0,13.9,1.8,1.8,18.3,6.5,0.173,2009-10,15.0,5.0,13.9,1.8,1.8,18.3,6.5,0.173
351,Jason Richardson,SG,30,TOT,80,2715,15.0,0.555,0.454,0.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,,3.6,3.3,6.9,0.123,,1.2,0.5,1.7,2.5,2009-10,16.6,9.2,8.8,1.7,2.3,20.8,6.6,0.128,2005-06,19.2,8.5,15.6,3.1,3.7,27.6,7.3,0.122
351,Jason Richardson,SG,30,PHO,25,796,19.1,0.574,0.38,0.185,4.8,11.3,8.0,7.9,1.7,0.3,6.7,25.5,,1.5,0.4,1.9,0.117,,3.2,-1.4,1.7,0.7,2009-10,16.6,9.2,8.8,1.7,2.3,20.8,6.6,0.128,2005-06,19.2,8.5,15.6,3.1,3.7,27.6,7.3,0.122
351,Jason Richardson,SG,30,ORL,55,1919,13.2,0.543,0.496,0.13,2.1,11.0,6.7,9.7,1.8,0.4,8.4,18.6,,2.1,2.9,5.0,0.125,,0.4,1.3,1.6,1.7,2009-10,16.6,9.2,8.8,1.7,2.3,20.8,6.6,0.128,2005-06,19.2,8.5,15.6,3.1,3.7,27.6,7.3,0.122
352,Quentin Richardson,SF,30,ORL,57,955,8.1,0.454,0.573,0.173,4.9,16.6,10.9,6.1,1.4,0.4,10.7,14.9,,-0.2,1.5,1.3,0.067,,-2.4,0.9,-1.5,0.1,2009-10,12.9,10.6,7.0,1.3,1.7,14.8,5.8,0.133,2003-04,15.1,10.1,11.2,-0.8,0.7,24.6,2.4,0.05
353,Luke Ridnour,PG,29,MIN,71,2159,15.0,0.567,0.27,0.201,1.9,8.6,5.1,28.1,2.1,0.4,17.6,17.8,,3.2,0.8,4.0,0.089,,0.7,-0.7,0.0,1.1,2009-10,17.7,4.6,31.9,2.2,1.8,22.0,6.2,0.168,2005-06,16.0,5.4,32.3,-0.2,1.2,18.1,4.4,0.081
354,Nate Robinson,PG,26,TOT,59,1013,10.0,0.507,0.532,0.117,1.9,8.6,5.5,17.8,1.5,0.3,14.7,21.9,,-0.4,1.5,1.1,0.051,,-2.5,-0.1,-2.6,-0.2,2009-10,16.3,5.8,24.9,0.7,0.7,24.4,2.2,0.095,2008-09,18.9,7.2,22.9,2.4,2.4,25.6,5.9,0.128
354,Nate Robinson,PG,26,BOS,55,983,10.2,0.512,0.532,0.111,2.0,8.7,5.6,17.4,1.6,0.3,14.8,21.7,,-0.3,1.5,1.1,0.054,,-2.3,0.0,-2.3,-0.1,2009-10,16.3,5.8,24.9,0.7,0.7,24.4,2.2,0.095,2008-09,18.9,7.2,22.9,2.4,2.4,25.6,5.9,0.128
354,Nate Robinson,PG,26,OKC,4,30,3.3,0.388,0.533,0.267,0.0,3.8,2.0,31.6,0.0,0.0,10.7,28.4,,0.0,0.0,0.0,-0.063,,-7.8,-5.1,-12.9,-0.1,2009-10,16.3,5.8,24.9,0.7,0.7,24.4,2.2,0.095,2008-09,18.9,7.2,22.9,2.4,2.4,25.6,5.9,0.128
355,Rajon Rondo,PG,24,BOS,68,2527,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,,1.8,4.8,6.6,0.126,,1.6,1.4,3.1,3.2,2009-10,19.1,7.5,43.7,3.6,4.2,20.2,9.6,0.156,2009-10,19.1,7.5,43.7,3.6,4.2,20.2,9.6,0.156
356,Derrick Rose,PG,22,CHI,81,3026,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,,8.3,4.8,13.1,0.208,,6.3,0.5,6.8,6.7,2009-10,18.6,5.7,30.3,1.7,2.7,27.2,6.0,0.1,2009-10,18.6,5.7,30.3,1.7,2.7,27.2,6.0,0.1
357,Quinton Ross,SF,29,NJN,36,353,3.7,0.437,0.051,0.237,3.3,6.9,5.0,4.3,0.5,1.3,9.7,9.5,,-0.1,0.1,0.0,-0.007,,-5.3,-0.8,-6.2,-0.4,2009-10,3.0,5.0,3.0,-6.4,-0.6,10.4,-0.1,-0.008,2006-07,10.5,6.7,8.1,-1.0,0.4,12.2,3.2,0.09
358,Brandon Roy,SG,26,POR,47,1310,13.9,0.491,0.218,0.264,2.5,9.1,5.6,16.8,1.5,0.8,8.6,22.8,,1.2,0.9,2.1,0.077,,0.2,-0.4,-0.2,0.6,2009-10,21.3,7.3,23.1,4.7,4.1,26.7,9.1,0.18,2008-09,24.0,7.9,25.4,6.2,6.0,27.4,13.5,0.223
359,Brandon Rush,SG,25,IND,67,1754,10.6,0.54,0.433,0.206,2.1,11.6,6.9,5.6,1.2,1.5,10.9,15.9,,0.9,1.7,2.6,0.07,,-0.9,0.0,-0.8,0.5,2009-10,9.6,7.6,6.9,-1.3,0.4,14.8,2.5,0.047,2009-10,9.6,7.6,6.9,-1.3,0.4,14.8,2.5,0.047
360,John Salmons,SG,31,MIL,73,2554,12.8,0.51,0.244,0.267,1.2,11.2,6.1,17.5,1.5,0.9,12.0,20.9,,0.9,3.4,4.3,0.081,,-0.9,0.7,-0.3,1.1,2009-10,14.7,5.4,12.9,1.6,2.5,19.9,7.1,0.121,2008-09,16.0,6.5,14.5,0.3,1.7,21.3,5.6,0.09
361,Samardo Samuels,PF,22,CLE,37,701,11.7,0.498,0.012,0.456,12.0,14.0,13.0,4.2,1.1,2.0,15.5,22.1,,-0.3,0.3,0.0,0.002,,-3.6,-2.2,-5.8,-0.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Larry Sanders,C,22,MIL,60,872,11.0,0.448,0.0,0.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,,-0.7,1.8,1.0,0.057,,-5.2,1.7,-3.5,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Brian Scalabrine,PF,32,CHI,18,88,6.5,0.526,0.263,0.0,1.4,9.1,5.3,10.4,1.8,3.5,20.8,12.5,,0.0,0.2,0.1,0.071,,-6.5,2.7,-3.8,0.0,2009-10,3.6,6.2,8.1,-4.3,-0.3,10.4,0.2,0.019,2004-05,11.0,12.6,13.0,-1.8,0.1,17.2,1.4,0.058
364,Luis Scola,PF,30,HOU,74,2412,18.4,0.538,0.003,0.257,6.9,21.6,14.2,13.7,1.0,1.3,10.5,25.7,,3.3,2.2,5.5,0.11,,0.4,-0.8,-0.4,1.0,2009-10,17.2,15.1,11.1,-0.3,1.1,22.7,6.3,0.114,2009-10,17.2,15.1,11.1,-0.3,1.1,22.7,6.3,0.114
365,Thabo Sefolosha,SG,26,OKC,79,2049,10.4,0.545,0.306,0.237,3.8,15.5,9.9,7.9,2.5,1.4,13.0,9.4,,1.6,2.5,4.1,0.097,,-1.3,1.9,0.6,1.3,2009-10,9.8,9.5,8.9,0.1,1.3,10.9,4.0,0.082,2007-08,11.4,10.0,14.3,-1.0,0.4,17.3,1.5,0.05
366,Kevin Séraphin,PF,21,WAS,58,635,8.4,0.479,0.0,0.211,13.9,13.4,13.7,2.4,1.4,3.4,20.7,14.1,,-0.2,0.5,0.2,0.017,,-5.8,-1.0,-6.9,-0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Ramon Sessions,PG,24,CLE,81,2133,19.0,0.559,0.019,0.545,2.4,11.6,6.9,35.0,1.5,0.3,15.6,24.2,,3.8,0.6,4.4,0.099,,1.8,-1.4,0.3,1.3,2009-10,12.9,6.9,23.3,-3.0,-0.4,19.9,1.1,0.031,2008-09,17.6,7.3,34.6,1.6,1.9,22.4,5.6,0.123
368,Mustafa Shakur,PG,26,WAS,22,159,6.8,0.389,0.169,0.254,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,,-0.5,0.1,-0.4,-0.112,,-4.7,-1.9,-6.6,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Garret Siler,C,24,PHO,21,101,13.5,0.553,0.0,0.71,18.3,13.7,16.0,4.7,0.5,2.9,19.7,22.6,,0.1,0.1,0.1,0.054,,-3.5,-2.3,-5.8,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Bobby Simmons,SF,30,SAS,2,16,-5.5,0.0,1.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,-0.138,,-8.9,-2.9,-11.8,0.0,2008-09,12.0,9.5,8.5,0.0,0.8,14.3,3.4,0.095,2004-05,16.1,9.6,13.1,0.7,1.9,21.0,6.8,0.117
371,Brian Skinner,C,34,MIL,2,6,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.023,,-3.8,-0.6,-4.3,0.0,2008-09,10.6,13.9,5.1,-4.4,-0.5,14.5,0.4,0.024,2003-04,14.4,14.8,5.3,-1.8,0.1,18.7,2.7,0.083
372,Craig Smith,PF,27,LAC,48,586,15.4,0.592,0.027,0.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,,1.0,0.4,1.5,0.12,,-0.8,-0.3,-1.1,0.1,2009-10,16.9,13.5,11.8,-0.8,0.4,21.2,3.0,0.117,2008-09,16.9,11.4,9.7,-0.6,0.5,22.5,3.1,0.104
373,Ish Smith,PG,22,TOT,43,442,7.6,0.406,0.087,0.183,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,,-0.5,0.4,-0.1,-0.016,,-4.5,-0.5,-5.0,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Ish Smith,PG,22,HOU,28,329,8.8,0.423,0.096,0.12,2.1,12.4,7.2,27.8,2.0,0.4,22.9,15.2,,-0.2,0.3,0.0,0.002,,-3.7,-0.1,-3.8,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Ish Smith,PG,22,MEM,15,113,4.3,0.366,0.063,0.344,1.0,4.3,2.6,18.8,2.3,0.0,17.8,17.9,,-0.3,0.1,-0.2,-0.066,,-7.0,-1.5,-8.5,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,J.R. Smith,SF,25,DEN,79,1968,16.4,0.55,0.406,0.282,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,,2.6,2.3,5.0,0.121,,1.1,0.6,1.7,1.9,2009-10,15.0,6.5,15.0,0.1,1.1,26.9,2.7,0.062,2009-10,15.0,6.5,15.0,0.1,1.1,26.9,2.7,0.062
375,Jason Smith,C,24,NOH,77,1102,10.8,0.49,0.007,0.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,,0.2,1.4,1.6,0.07,,-3.6,0.1,-3.5,-0.4,2009-10,10.6,12.1,7.5,-4.3,-0.4,15.8,0.7,0.048,2007-08,10.7,12.3,2.8,-3.5,-0.4,16.1,1.5,0.067
376,Joe Smith,PF,35,TOT,16,69,-0.1,0.237,0.0,0.125,5.1,28.9,17.3,8.0,0.0,4.4,22.9,14.5,,-0.3,0.1,-0.1,-0.099,,-10.1,0.8,-9.2,-0.1,2009-10,11.2,15.5,5.3,-5.5,-0.5,18.4,0.9,0.077,2004-05,15.0,14.0,4.9,-0.9,0.6,16.1,5.5,0.116
376,Joe Smith,PF,35,NJN,4,25,-3.9,0.25,0.0,0.0,4.6,9.7,7.1,5.8,0.0,0.0,33.3,11.1,,-0.1,0.0,-0.1,-0.159,,-8.6,-1.5,-10.1,-0.1,2009-10,11.2,15.5,5.3,-5.5,-0.5,18.4,0.9,0.077,2004-05,15.0,14.0,4.9,-0.9,0.6,16.1,5.5,0.116
376,Joe Smith,PF,35,LAL,12,44,2.1,0.233,0.0,0.167,5.3,39.9,23.2,9.2,0.0,6.9,18.9,16.5,,-0.2,0.1,-0.1,-0.065,,-10.9,2.2,-8.7,-0.1,2009-10,11.2,15.5,5.3,-5.5,-0.5,18.4,0.9,0.077,2004-05,15.0,14.0,4.9,-0.9,0.6,16.1,5.5,0.116
377,Josh Smith,PF,25,ATL,77,2645,19.2,0.54,0.148,0.304,6.2,23.7,15.0,17.1,2.0,3.5,14.3,24.7,,1.9,4.5,6.4,0.116,,1.0,1.7,2.8,3.2,2009-10,21.0,14.3,19.0,5.1,5.1,22.2,9.3,0.155,2007-08,19.0,13.5,16.6,3.0,3.7,25.0,5.8,0.097
378,Darius Songaila,C,32,PHI,10,71,1.2,0.477,0.0,0.267,3.2,13.0,8.1,4.1,0.0,0.0,19.3,13.5,,-0.1,0.1,0.0,-0.019,,-8.9,-1.4,-10.3,-0.1,2009-10,11.6,9.7,7.9,-3.7,-0.6,19.5,1.3,0.044,2005-06,13.6,10.6,11.5,-1.1,0.3,21.3,2.5,0.09
379,Marreese Speights,C,23,PHI,64,734,15.3,0.532,0.014,0.251,10.1,22.9,16.5,7.0,0.6,2.0,11.0,22.8,,0.7,1.0,1.7,0.11,,-2.2,-0.8,-3.0,-0.2,2009-10,17.6,14.6,6.2,-2.9,-0.2,25.1,2.1,0.101,2009-10,17.6,14.6,6.2,-2.9,-0.2,25.1,2.1,0.101
380,Tiago Splitter,C,26,SAS,60,738,16.0,0.55,0.005,0.733,11.6,19.8,15.8,5.3,2.0,1.6,11.2,17.7,,1.1,1.1,2.3,0.149,,-1.3,0.5,-0.8,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Jerry Stackhouse,SG,36,MIA,7,50,6.0,0.398,0.333,0.583,2.5,13.4,8.3,8.5,0.0,3.1,11.7,16.0,,-0.1,0.1,0.0,0.005,,-4.5,-1.7,-6.2,-0.1,2009-10,11.1,6.6,13.4,-1.7,0.1,21.9,0.9,0.048,2002-03,18.7,5.6,21.7,1.3,2.3,27.9,6.5,0.114
382,Lance Stephenson,SG,20,IND,12,115,5.5,0.41,0.128,0.359,1.0,16.3,8.7,28.3,1.8,0.0,26.2,23.5,,-0.4,0.1,-0.2,-0.093,,-6.5,-0.6,-7.2,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,DeShawn Stevenson,SG,29,DAL,72,1158,9.8,0.549,0.755,0.13,2.1,8.4,5.4,10.0,1.0,0.3,11.2,15.9,,0.8,1.0,1.8,0.074,,-0.1,-0.3,-0.4,0.5,2009-10,3.3,5.9,8.9,-5.6,-0.8,10.7,-0.4,-0.022,2003-04,11.6,7.3,11.9,-3.0,-0.6,20.4,1.5,0.029
384,Peja Stojaković,SF,33,TOT,33,617,15.2,0.588,0.599,0.11,2.8,11.3,7.1,7.7,1.1,0.2,6.7,19.4,,1.1,0.6,1.6,0.126,,2.5,-0.4,2.1,0.6,2009-10,12.4,6.8,7.2,-0.9,0.5,18.6,2.7,0.067,2003-04,21.8,8.8,9.1,3.9,4.9,23.9,13.5,0.198
384,Peja Stojaković,SF,33,NOH,6,89,16.7,0.624,0.758,0.212,0.0,8.3,4.1,11.5,1.2,0.0,10.0,21.5,,0.2,0.1,0.3,0.144,,4.8,-1.0,3.8,0.1,2009-10,12.4,6.8,7.2,-0.9,0.5,18.6,2.7,0.067,2003-04,21.8,8.8,9.1,3.9,4.9,23.9,13.5,0.198
384,Peja Stojaković,SF,33,TOR,2,22,34.0,0.919,0.6,0.2,0.0,16.6,8.1,9.5,0.0,0.0,15.5,26.2,,0.1,0.0,0.1,0.242,,15.3,0.1,15.5,0.1,2009-10,12.4,6.8,7.2,-0.9,0.5,18.6,2.7,0.067,2003-04,21.8,8.8,9.1,3.9,4.9,23.9,13.5,0.198
384,Peja Stojaković,SF,33,DAL,25,506,14.1,0.563,0.571,0.087,3.4,11.6,7.6,7.0,1.1,0.3,5.4,18.7,,0.7,0.5,1.2,0.118,,1.5,-0.3,1.3,0.4,2009-10,12.4,6.8,7.2,-0.9,0.5,18.6,2.7,0.067,2003-04,21.8,8.8,9.1,3.9,4.9,23.9,13.5,0.198
385,Amar'e Stoudemire,C,28,NYK,78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,,5.4,2.6,8.0,0.134,,2.0,-0.6,1.4,2.4,2009-10,22.6,14.5,4.8,1.0,2.2,27.3,10.7,0.181,2004-05,26.6,13.2,7.7,4.4,4.7,28.3,14.6,0.243
386,Rodney Stuckey,PG,24,DET,70,2183,18.4,0.544,0.109,0.461,3.7,8.6,6.0,27.5,1.9,0.4,13.5,24.5,,4.4,0.6,5.0,0.111,,1.5,-1.4,0.2,1.2,2009-10,15.6,6.8,24.7,-0.4,1.0,26.4,2.7,0.052,2009-10,15.6,6.8,24.7,-0.4,1.0,26.4,2.7,0.052
387,DaJuan Summers,SF,23,DET,22,199,4.4,0.476,0.304,0.29,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,,-0.3,0.0,-0.3,-0.083,,-5.7,-3.8,-9.5,-0.4,2009-10,7.5,6.7,6.3,-5.2,-0.3,18.5,0.0,0.002,2009-10,7.5,6.7,6.3,-5.2,-0.3,18.5,0.0,0.002
388,Pape Sy,SF,22,ATL,3,21,9.2,0.478,0.167,0.5,11.6,5.7,8.6,14.5,2.6,0.0,29.1,23.3,,0.0,0.0,0.0,-0.047,,-3.5,-2.5,-6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Jermaine Taylor,SG,24,TOT,34,483,12.2,0.535,0.23,0.143,6.0,8.7,7.3,11.1,1.5,0.7,18.1,22.9,,-0.1,0.3,0.1,0.014,,-1.4,-2.2,-3.6,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Jermaine Taylor,SG,24,HOU,8,77,13.3,0.563,0.156,0.188,1.5,11.8,6.6,4.4,1.3,1.8,14.8,23.3,,0.0,0.1,0.0,0.027,,-0.7,-1.0,-1.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Jermaine Taylor,SG,24,SAC,26,406,12.0,0.53,0.244,0.134,6.8,8.1,7.4,12.4,1.5,0.5,18.7,22.8,,-0.1,0.2,0.1,0.011,,-1.5,-2.4,-3.9,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Jeff Teague,PG,22,ATL,70,963,14.6,0.521,0.158,0.319,1.4,11.3,6.4,23.3,2.5,2.0,15.6,20.3,,0.4,1.2,1.7,0.083,,-0.8,1.3,0.5,0.6,2009-10,11.0,5.4,25.1,-3.6,-0.3,19.1,0.6,0.042,2009-10,11.0,5.4,25.1,-3.6,-0.3,19.1,0.6,0.042
391,Sebastian Telfair,PG,25,MIN,37,711,10.5,0.497,0.324,0.249,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,,0.0,0.2,0.1,0.008,,-1.9,-1.6,-3.5,-0.3,2009-10,10.3,4.0,29.9,-4.4,-0.4,18.4,0.3,0.02,2008-09,10.8,3.5,26.1,-3.4,-0.7,19.6,0.8,0.019
392,Garrett Temple,PG-SG,24,TOT,24,230,4.7,0.378,0.544,0.25,0.5,11.6,6.0,21.9,2.6,2.1,23.4,20.1,,-0.7,0.3,-0.4,-0.085,,-6.2,-0.2,-6.4,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Garrett Temple,SG,24,SAS,3,21,0.6,0.17,0.2,0.4,5.7,5.4,5.5,12.7,2.5,3.4,14.5,15.1,,-0.1,0.0,-0.1,-0.135,,-6.2,0.8,-5.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Garrett Temple,SG,24,MIL,9,83,3.1,0.373,0.476,0.19,0.0,8.6,4.2,11.6,0.6,0.9,8.1,14.0,,-0.1,0.1,0.0,-0.019,,-6.4,0.0,-6.4,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Garrett Temple,PG,24,CHA,12,126,6.4,0.406,0.619,0.262,0.0,14.5,7.2,30.2,3.8,2.6,29.9,24.9,,-0.5,0.2,-0.3,-0.119,,-6.2,-0.4,-6.6,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Jason Terry,SG,33,DAL,82,2564,15.9,0.545,0.322,0.196,1.1,5.7,3.5,22.2,1.9,0.4,12.4,24.7,,2.8,2.5,5.3,0.1,,1.0,-0.1,0.9,1.9,2009-10,16.5,3.2,18.8,1.5,2.2,23.0,6.5,0.123,2008-09,19.3,4.1,17.6,2.9,3.1,25.5,7.3,0.14
394,Hasheem Thabeet,C,23,TOT,47,373,4.7,0.478,0.0,0.875,7.6,16.5,12.0,1.4,1.3,3.5,23.5,8.7,,-0.2,0.5,0.3,0.043,,-6.5,0.9,-5.7,-0.3,2009-10,12.9,16.1,1.7,-1.2,0.2,10.7,2.0,0.109,2009-10,12.9,16.1,1.7,-1.2,0.2,10.7,2.0,0.109
