Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season,BS_PTS,BS_TRB,BS_AST,BS_STL,BS_BLK,BS_MP,BS_G,BS_FGA,BS_FG,BS_TOV,BS_3P,BS_3PA,BS_2P,BS_3P%,BS_2PA,BS_2P%,BS_FT%
44,Jerrelle Benimon,PF,23,UTA,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Anthony Bennett,PF,21,MIN,57,3,15.7,2.2,5.2,0.421,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.641,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2,52.0,52,1,2013-14,4.2,3.0,0.3,0.4,0.2,12.8,52.0,4.3,1.5,0.9,0.3,1.0,1.3,0.245,3.3,0.39,0.638,2013-14,4.2,3.0,0.3,0.4,0.2,12.8,52.0,4.3,1.5,0.9,0.3,1.0,1.3,0.245,3.3,0.39,0.638
46,Patrick Beverley,PG,26,HOU,56,55,30.8,3.6,9.5,0.383,2.1,5.8,0.356,1.6,3.7,0.426,0.492,0.8,1.1,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1,56.0,97,2,2013-14,10.2,3.5,2.7,1.4,0.4,31.3,56.0,8.6,3.6,1.2,1.6,4.6,1.9,0.361,4.0,0.473,0.814,2013-14,10.2,3.5,2.7,1.4,0.4,31.3,56.0,8.6,3.6,1.2,1.6,4.6,1.9,0.361,4.0,0.473,0.814
47,Sim Bhullar,C,22,SAC,3,0,1.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Bismack Biyombo,C,22,CHO,64,21,19.4,1.6,2.9,0.543,0.0,0.0,,1.6,2.9,0.543,0.543,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,77.0,220,3,2013-14,2.9,4.8,0.1,0.1,1.1,13.9,77.0,1.9,1.1,0.5,0.0,0.0,1.1,,1.9,0.611,0.517,2011-12,5.2,5.8,0.4,0.3,1.8,23.1,63.0,4.4,2.0,1.1,0.0,0.0,2.0,,4.4,0.464,0.483
49,Tarik Black,C,23,TOT,63,39,19.0,2.5,4.3,0.575,0.0,0.0,0.0,2.5,4.3,0.577,0.575,1.0,1.9,0.551,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tarik Black,C,23,HOU,25,12,15.7,1.8,3.3,0.542,0.0,0.0,0.0,1.8,3.3,0.549,0.542,0.6,1.2,0.517,2.3,2.8,5.1,0.3,0.2,0.1,0.8,2.2,4.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tarik Black,C,23,LAL,38,27,21.1,2.9,5.0,0.589,0.0,0.0,,2.9,5.0,0.589,0.589,1.3,2.3,0.562,2.2,4.1,6.3,0.9,0.3,0.6,0.8,2.7,7.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,DeJuan Blair,PF,25,WAS,29,0,6.2,0.9,2.0,0.456,0.0,0.0,,0.9,2.0,0.456,0.456,0.1,0.2,0.667,0.6,1.4,1.9,0.1,0.2,0.0,0.4,1.4,1.9,78.0,366,5,2013-14,6.4,4.7,0.9,0.8,0.3,15.6,78.0,5.0,2.7,1.0,0.0,0.0,2.7,0.0,5.0,0.537,0.636,2011-12,9.5,5.5,1.2,0.9,0.2,21.3,64.0,7.9,4.2,1.4,0.0,0.0,4.2,0.0,7.9,0.535,0.613
51,Steve Blake,PG,34,POR,81,0,18.9,1.5,4.0,0.373,1.0,2.7,0.352,0.6,1.3,0.417,0.491,0.4,0.5,0.707,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,55.0,731,11,2013-14,6.9,2.9,5.6,1.0,0.1,27.2,55.0,6.4,2.4,1.9,1.4,3.8,1.0,0.376,2.6,0.378,0.767,2008-09,11.0,2.5,5.0,1.0,0.1,31.7,69.0,9.4,4.0,1.6,2.0,4.8,2.0,0.427,4.6,0.429,0.84
52,Eric Bledsoe,PG,25,PHO,81,81,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.7,9.6,0.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17.0,43.0,240,4,2013-14,17.7,4.7,5.5,1.6,0.3,32.9,43.0,12.9,6.2,3.3,1.2,3.3,5.0,0.357,9.7,0.517,0.772,2013-14,17.7,4.7,5.5,1.6,0.3,32.9,43.0,12.9,6.2,3.3,1.2,3.3,5.0,0.357,9.7,0.517,0.772
53,Vander Blue,SG,22,LAL,2,1,37.0,4.5,15.0,0.3,1.0,5.0,0.2,3.5,10.0,0.35,0.333,1.0,2.5,0.4,1.0,3.5,4.5,4.0,1.5,0.0,3.0,2.0,11.0,3.0,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Bojan Bogdanović,SF,25,BRK,78,28,23.8,3.3,7.4,0.453,1.2,3.3,0.355,2.2,4.1,0.531,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Andrew Bogut,C,30,GSW,67,65,23.6,3.0,5.3,0.563,0.0,0.0,,3.0,5.3,0.563,0.563,0.3,0.6,0.524,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,6.3,67.0,507,7,2013-14,7.3,10.0,1.7,0.7,1.8,26.4,67.0,5.6,3.5,1.4,0.0,0.0,3.5,,5.6,0.627,0.344,2009-10,15.9,10.2,1.8,0.6,2.5,32.3,69.0,13.2,6.9,1.9,0.0,0.0,6.9,0.0,13.2,0.521,0.629
56,Matt Bonner,PF,34,SAS,72,19,13.0,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.811,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,61.0,690,10,2013-14,3.2,2.1,0.5,0.2,0.2,11.3,61.0,2.7,1.2,0.3,0.7,1.6,0.5,0.429,1.1,0.47,0.75,2008-09,8.2,4.8,1.0,0.6,0.3,23.8,81.0,6.6,3.3,0.5,1.5,3.3,1.8,0.44,3.3,0.552,0.739
57,Trevor Booker,PF,27,UTA,79,5,19.8,2.9,5.9,0.487,0.4,1.1,0.345,2.5,4.8,0.518,0.518,1.1,1.9,0.581,1.8,3.3,5.0,1.1,0.5,0.5,1.1,1.8,7.2,72.0,235,4,2013-14,6.8,5.3,0.9,0.6,0.6,21.6,72.0,5.6,3.1,0.8,0.0,0.0,3.1,0.0,5.6,0.554,0.618,2011-12,8.4,6.5,0.8,1.0,0.9,25.2,50.0,6.8,3.6,1.2,0.0,0.0,3.6,0.5,6.8,0.531,0.602
58,Carlos Boozer,PF,33,LAL,71,26,23.8,5.2,10.5,0.499,0.0,0.0,,5.2,10.5,0.499,0.499,1.3,2.1,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8,76.0,790,11,2013-14,13.7,8.3,1.6,0.7,0.3,28.2,76.0,12.9,5.9,2.0,0.0,0.0,5.9,0.0,12.9,0.457,0.767,2007-08,21.1,10.4,2.9,1.2,0.5,34.9,81.0,16.0,8.8,2.6,0.0,0.0,8.8,0.0,16.0,0.547,0.738
59,Chris Bosh,C,30,MIA,44,44,35.4,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,0.503,4.1,5.3,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1,79.0,796,11,2013-14,16.2,6.6,1.1,1.0,1.0,32.0,79.0,12.1,6.2,1.6,0.9,2.8,5.3,0.339,9.3,0.569,0.82,2009-10,24.0,10.8,2.4,0.6,1.0,36.1,70.0,16.5,8.6,2.4,0.1,0.3,8.5,0.364,16.2,0.521,0.797
60,Avery Bradley,SG,24,BOS,77,77,31.5,5.6,13.1,0.429,1.6,4.6,0.352,4.0,8.6,0.47,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,60.0,205,3,2013-14,14.9,3.8,1.4,1.1,0.2,30.9,60.0,13.8,6.0,1.6,1.3,3.3,4.7,0.395,10.4,0.451,0.804,2013-14,14.9,3.8,1.4,1.1,0.2,30.9,60.0,13.8,6.0,1.6,1.3,3.3,4.7,0.395,10.4,0.451,0.804
61,Elton Brand,C,35,ATL,36,4,13.5,1.2,2.6,0.442,0.0,0.0,0.0,1.2,2.6,0.447,0.442,0.3,0.6,0.522,0.8,2.0,2.8,0.6,0.5,0.7,0.5,1.5,2.7,73.0,850,11,2013-14,5.7,4.9,1.0,0.5,1.2,19.4,73.0,4.5,2.5,0.8,0.0,0.0,2.5,0.0,4.5,0.542,0.649,2005-06,24.7,10.0,2.6,1.0,2.5,39.2,79.0,18.2,9.6,2.2,0.0,0.0,9.6,0.333,18.1,0.527,0.775
62,Corey Brewer,SF,28,TOT,80,17,26.1,4.3,10.1,0.426,0.8,2.9,0.268,3.5,7.1,0.491,0.465,2.1,2.8,0.743,1.0,2.7,3.7,2.2,1.4,0.2,1.6,2.2,11.5,81.0,467,6,2013-14,12.3,2.6,1.7,1.9,0.4,32.2,81.0,10.0,4.8,1.3,0.7,2.6,4.1,0.28,7.4,0.552,0.718,2009-10,13.0,3.4,2.4,1.4,0.4,30.3,82.0,11.6,5.0,2.0,1.0,2.9,4.0,0.346,8.7,0.459,0.648
62,Corey Brewer,SF,28,MIN,24,16,28.3,3.9,9.4,0.418,0.3,1.7,0.195,3.6,7.7,0.467,0.436,2.3,3.3,0.705,1.3,2.6,3.9,3.3,2.3,0.2,2.1,2.6,10.5,81.0,467,6,2013-14,12.3,2.6,1.7,1.9,0.4,32.2,81.0,10.0,4.8,1.3,0.7,2.6,4.1,0.28,7.4,0.552,0.718,2009-10,13.0,3.4,2.4,1.4,0.4,30.3,82.0,11.6,5.0,2.0,1.0,2.9,4.0,0.346,8.7,0.459,0.648
62,Corey Brewer,SF,28,HOU,56,1,25.1,4.4,10.4,0.429,1.0,3.5,0.284,3.5,6.9,0.503,0.477,2.0,2.6,0.764,0.9,2.8,3.6,1.7,1.1,0.3,1.4,2.0,11.9,81.0,467,6,2013-14,12.3,2.6,1.7,1.9,0.4,32.2,81.0,10.0,4.8,1.3,0.7,2.6,4.1,0.28,7.4,0.552,0.718,2009-10,13.0,3.4,2.4,1.4,0.4,30.3,82.0,11.6,5.0,2.0,1.0,2.9,4.0,0.346,8.7,0.459,0.648
63,Aaron Brooks,PG,30,CHI,82,21,23.0,4.2,10.0,0.421,1.5,3.8,0.387,2.7,6.1,0.442,0.495,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,72.0,397,6,2013-14,9.0,1.9,3.2,0.7,0.2,21.6,72.0,8.1,3.2,1.6,1.3,3.4,1.9,0.387,4.6,0.411,0.874,2009-10,19.6,2.6,5.3,0.8,0.2,35.6,82.0,16.2,7.0,2.8,2.5,6.4,4.5,0.398,9.8,0.454,0.822
64,Jabari Brown,SG,22,LAL,19,5,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Lorenzo Brown,PG,24,MIN,29,7,18.9,1.8,4.2,0.426,0.2,1.0,0.214,1.6,3.2,0.489,0.451,0.4,0.7,0.632,0.5,1.9,2.4,3.1,1.0,0.2,1.0,1.7,4.2,26.0,26,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Markel Brown,SG,23,BRK,47,29,16.6,1.6,4.5,0.362,0.4,1.4,0.266,1.3,3.1,0.404,0.402,1.0,1.2,0.825,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Shannon Brown,SG,29,MIA,5,2,17.8,1.4,3.8,0.368,0.6,1.4,0.429,0.8,2.4,0.333,0.447,0.6,0.8,0.75,0.0,0.2,0.2,0.6,0.8,0.0,0.8,1.6,4.0,29.0,403,5,2012-13,10.5,2.5,1.8,1.0,0.3,23.8,59.0,9.7,4.1,1.3,0.7,2.4,3.4,0.277,7.3,0.467,0.784,2011-12,11.0,2.7,1.2,0.7,0.3,23.7,59.0,10.1,4.3,1.1,1.2,3.2,3.1,0.362,6.9,0.446,0.808
68,Kobe Bryant,SG,36,LAL,35,35,34.5,7.6,20.4,0.373,1.5,5.3,0.293,6.1,15.1,0.401,0.411,5.6,6.9,0.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,6.0,911,12,2012-13,27.3,5.6,6.0,1.4,0.3,38.6,78.0,20.4,9.5,3.7,1.7,5.2,7.8,0.324,15.2,0.51,0.839,2005-06,35.4,5.3,4.5,1.8,0.4,41.0,80.0,27.2,12.2,3.1,2.3,6.5,10.0,0.347,20.7,0.482,0.85
69,Chase Budinger,SF,26,MIN,67,4,19.2,2.5,5.8,0.433,0.8,2.1,0.364,1.7,3.7,0.474,0.5,1.0,1.2,0.827,0.5,2.5,3.0,1.0,0.7,0.1,0.7,1.1,6.8,41.0,274,4,2013-14,6.7,2.5,0.8,0.5,0.0,18.3,41.0,6.2,2.4,0.6,1.0,2.9,1.4,0.35,3.3,0.433,0.821,2010-11,9.8,3.6,1.6,0.5,0.2,22.3,78.0,8.4,3.6,0.9,1.1,3.5,2.4,0.325,4.9,0.497,0.855
70,Reggie Bullock,SF,23,TOT,36,2,9.4,0.7,1.9,0.343,0.4,1.3,0.326,0.3,0.7,0.375,0.45,0.2,0.3,0.667,0.0,1.4,1.4,0.2,0.3,0.1,0.2,0.5,1.9,43.0,43,1,2013-14,2.7,1.3,0.3,0.2,0.0,9.2,43.0,2.8,1.0,0.3,0.5,1.7,0.5,0.301,1.1,0.438,0.778,2013-14,2.7,1.3,0.3,0.2,0.0,9.2,43.0,2.8,1.0,0.3,0.5,1.7,0.5,0.301,1.1,0.438,0.778
70,Reggie Bullock,SF,23,LAC,25,2,10.5,0.9,2.2,0.426,0.6,1.6,0.385,0.3,0.6,0.533,0.565,0.2,0.2,0.8,0.0,1.6,1.6,0.2,0.4,0.1,0.2,0.7,2.6,43.0,43,1,2013-14,2.7,1.3,0.3,0.2,0.0,9.2,43.0,2.8,1.0,0.3,0.5,1.7,0.5,0.301,1.1,0.438,0.778,2013-14,2.7,1.3,0.3,0.2,0.0,9.2,43.0,2.8,1.0,0.3,0.5,1.7,0.5,0.301,1.1,0.438,0.778
70,Reggie Bullock,SF,23,PHO,11,0,6.8,0.1,1.5,0.063,0.0,0.6,0.0,0.1,0.8,0.111,0.063,0.2,0.4,0.5,0.1,0.8,0.9,0.2,0.1,0.2,0.2,0.2,0.4,43.0,43,1,2013-14,2.7,1.3,0.3,0.2,0.0,9.2,43.0,2.8,1.0,0.3,0.5,1.7,0.5,0.301,1.1,0.438,0.778,2013-14,2.7,1.3,0.3,0.2,0.0,9.2,43.0,2.8,1.0,0.3,0.5,1.7,0.5,0.301,1.1,0.438,0.778
71,Trey Burke,PG,22,UTA,76,43,30.1,4.9,13.2,0.368,1.6,5.1,0.318,3.2,8.1,0.4,0.43,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6,12.8,70.0,70,1,2013-14,12.8,3.0,5.7,0.6,0.1,32.3,70.0,12.8,4.9,1.9,1.6,4.8,3.3,0.33,8.0,0.41,0.903,2013-14,12.8,3.0,5.7,0.6,0.1,32.3,70.0,12.8,4.9,1.9,1.6,4.8,3.3,0.33,8.0,0.41,0.903
72,Alec Burks,SG,23,UTA,27,27,33.3,4.5,11.1,0.403,1.0,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.822,0.7,3.5,4.2,3.0,0.6,0.2,1.9,2.4,13.9,78.0,201,3,2013-14,14.0,3.3,2.7,0.9,0.2,28.1,78.0,10.7,4.9,1.9,0.6,1.8,4.2,0.35,8.8,0.48,0.748,2013-14,14.0,3.3,2.7,0.9,0.2,28.1,78.0,10.7,4.9,1.9,0.6,1.8,4.2,0.35,8.8,0.48,0.748
73,Caron Butler,SF,34,DET,78,21,20.8,2.1,5.1,0.407,1.1,2.8,0.379,1.0,2.3,0.441,0.511,0.7,0.8,0.902,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,5.9,56.0,786,11,2013-14,10.5,4.1,1.5,0.8,0.3,25.3,56.0,9.6,3.8,1.1,1.8,4.4,2.1,0.394,5.2,0.395,0.84,2008-09,20.8,6.2,4.3,1.6,0.3,38.6,67.0,16.2,7.3,3.1,1.0,3.1,6.4,0.31,13.1,0.487,0.858
74,Jimmy Butler,SG,25,CHI,65,65,38.7,6.5,14.0,0.462,1.1,3.0,0.378,5.4,11.1,0.484,0.502,5.9,7.1,0.834,1.8,4.1,5.8,3.3,1.8,0.6,1.4,1.7,20.0,67.0,191,3,2013-14,13.1,4.9,2.6,1.9,0.5,38.7,67.0,10.3,4.1,1.5,1.0,3.6,3.1,0.283,6.8,0.457,0.769,2013-14,13.1,4.9,2.6,1.9,0.5,38.7,67.0,10.3,4.1,1.5,1.0,3.6,3.1,0.283,6.8,0.457,0.769
75,Rasual Butler,SF,35,WAS,75,1,20.1,2.9,6.9,0.422,1.2,3.1,0.387,1.7,3.8,0.45,0.51,0.7,0.9,0.791,0.4,2.3,2.6,0.8,0.4,0.3,0.6,1.3,7.7,50.0,688,10,2013-14,2.7,0.8,0.3,0.1,0.2,7.6,50.0,2.2,1.0,0.2,0.5,1.2,0.5,0.419,1.0,0.521,0.571,2009-10,11.9,2.9,1.4,0.4,0.8,33.0,82.0,10.6,4.3,1.0,1.8,5.3,2.6,0.336,5.3,0.482,0.841
76,Dwight Buycks,PG,25,LAL,6,0,20.5,3.0,6.7,0.45,1.2,1.8,0.636,1.8,4.8,0.379,0.538,1.5,1.7,0.9,0.3,1.7,2.0,2.3,0.5,0.0,2.0,0.5,8.7,14.0,14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Will Bynum,SG,32,WAS,7,0,9.6,1.4,4.4,0.323,0.0,1.3,0.0,1.4,3.1,0.455,0.323,0.3,0.6,0.5,0.3,0.6,0.9,2.6,0.1,0.1,1.1,1.3,3.1,56.0,353,6,2013-14,8.7,1.8,3.9,0.7,0.1,18.8,56.0,7.7,3.3,1.8,0.4,1.1,2.9,0.323,6.6,0.446,0.802,2009-10,10.0,2.3,4.5,0.9,0.1,26.5,63.0,8.5,3.8,1.8,0.2,0.9,3.6,0.218,7.6,0.47,0.798
78,Bruno Caboclo,SF,19,TOR,8,0,2.9,0.5,1.5,0.333,0.3,0.4,0.667,0.3,1.1,0.222,0.417,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.1,0.5,0.4,1.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Nick Calathes,SG,25,MEM,58,0,14.4,1.8,4.3,0.421,0.2,0.7,0.256,1.6,3.5,0.456,0.443,0.4,0.8,0.533,0.3,1.5,1.8,2.5,1.1,0.1,1.1,1.7,4.2,71.0,71,1,2013-14,4.9,1.9,2.9,0.9,0.1,16.5,71.0,4.4,2.0,1.4,0.3,0.9,1.7,0.311,3.5,0.492,0.611,2013-14,4.9,1.9,2.9,0.9,0.1,16.5,71.0,4.4,2.0,1.4,0.3,0.9,1.7,0.311,3.5,0.492,0.611
80,José Calderón,PG,33,NYK,42,42,30.2,3.5,8.4,0.415,1.4,3.4,0.415,2.1,5.0,0.415,0.499,0.7,0.8,0.906,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,9.1,81.0,634,9,2013-14,11.4,2.4,4.7,0.9,0.1,30.5,81.0,9.2,4.2,1.3,2.4,5.2,1.9,0.449,4.0,0.464,0.825,2008-09,12.8,2.9,8.9,1.1,0.1,34.3,68.0,9.5,4.7,2.1,1.2,3.0,3.5,0.406,6.5,0.538,0.981
81,Kentavious Caldwell-Pope,SG,21,DET,82,82,31.5,4.8,11.9,0.401,1.9,5.4,0.345,2.9,6.4,0.449,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7,80.0,80,1,2013-14,5.9,2.0,0.7,0.9,0.2,19.8,80.0,5.8,2.3,0.4,0.7,2.3,1.5,0.319,3.4,0.447,0.77,2013-14,5.9,2.0,0.7,0.9,0.2,19.8,80.0,5.8,2.3,0.4,0.7,2.3,1.5,0.319,3.4,0.447,0.77
82,Isaiah Canaan,PG,23,TOT,47,21,20.0,3.1,8.0,0.386,1.9,5.2,0.37,1.2,2.8,0.417,0.507,1.0,1.3,0.817,0.4,1.5,1.9,2.1,0.6,0.1,1.3,1.8,9.2,22.0,22,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Isaiah Canaan,PG,23,HOU,25,9,14.8,2.1,5.2,0.405,1.3,3.4,0.381,0.8,1.9,0.447,0.527,0.6,0.8,0.762,0.4,0.9,1.3,1.2,0.6,0.0,0.9,1.1,6.2,22.0,22,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Isaiah Canaan,PG,23,PHI,22,12,25.9,4.2,11.2,0.377,2.7,7.4,0.364,1.5,3.9,0.4,0.496,1.5,1.8,0.846,0.3,2.1,2.5,3.1,0.7,0.1,1.8,2.5,12.6,22.0,22,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Clint Capela,C,20,HOU,12,0,7.5,1.2,2.4,0.483,0.0,0.0,,1.2,2.4,0.483,0.483,0.3,1.9,0.174,0.8,2.2,3.0,0.2,0.1,0.8,0.4,1.2,2.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,DeMarre Carroll,SF,28,ATL,70,69,31.3,4.5,9.3,0.487,1.7,4.3,0.395,2.8,5.0,0.567,0.579,1.8,2.6,0.702,1.4,3.9,5.3,1.7,1.3,0.2,1.1,2.2,12.6,73.0,246,3,2013-14,11.1,5.5,1.8,1.5,0.3,32.1,73.0,8.8,4.1,1.1,1.3,3.7,2.8,0.362,5.1,0.548,0.773,2013-14,11.1,5.5,1.8,1.5,0.3,32.1,73.0,8.8,4.1,1.1,1.3,3.7,2.8,0.362,5.1,0.548,0.773
85,Vince Carter,SG,38,MEM,66,1,16.5,2.0,6.2,0.333,1.0,3.5,0.297,1.0,2.6,0.379,0.417,0.7,0.9,0.789,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.5,5.8,81.0,941,13,2013-14,11.9,3.5,2.6,0.8,0.4,24.4,81.0,10.0,4.1,1.3,1.8,4.6,2.3,0.394,5.4,0.418,0.821,2006-07,25.2,6.0,4.8,1.0,0.4,38.1,82.0,19.5,8.9,2.6,1.9,5.3,7.0,0.357,14.2,0.491,0.802
86,Michael Carter-Williams,PG,23,TOT,66,63,32.6,5.5,13.9,0.396,0.5,2.3,0.235,5.0,11.6,0.428,0.416,3.1,4.4,0.694,1.0,4.4,5.3,6.7,1.7,0.5,3.8,2.5,14.6,70.0,70,1,2013-14,16.7,6.2,6.3,1.9,0.6,34.5,70.0,15.1,6.1,3.5,0.8,3.0,5.3,0.264,12.1,0.44,0.703,2013-14,16.7,6.2,6.3,1.9,0.6,34.5,70.0,15.1,6.1,3.5,0.8,3.0,5.3,0.264,12.1,0.44,0.703
